Unnamed: 0,semantic_type,span_text,offsets,doc_id,probability,label,tokens,no_tokens,no_subtokens
3349,ORG,McGill University,"(235, 252)",emmett-mccusker,"[-3.4743619262451193, -1.6978632229631778]",MASK,"['McGill', 'University']",2,0
3350,MISC,medical degrees,"(275, 290)",emmett-mccusker,"[-3.0978293604977236, -1.7014857175337397]",NO_MASK,"['medical', 'degrees']",2,0
3351,MISC,MDCM,"(292, 296)",emmett-mccusker,"[-4.173900809275608, -5.970824588770471]",MASK,"['MD', '##CM']",1,1
3352,MISC,FIAM,"(298, 302)",emmett-mccusker,"[-6.678296297168793, -5.045016801484864]",MASK,"['FIA', '##M']",1,1
3353,ORG,Parliament,"(328, 338)",emmett-mccusker,[-1.430312720625632],NO_MASK,['Parliament'],1,0
3354,LOC,Regina City,"(346, 357)",emmett-mccusker,"[-2.430222046391587, -3.26398892031737]",MASK,"['Regina', 'City']",2,0
3355,DATETIME,1949,"(372, 376)",emmett-mccusker,[-2.8135903694511866],MASK,['1949'],1,0
3356,QUANTITY,one,"(409, 412)",emmett-mccusker,[-1.0319995744336057],NO_MASK,['one'],1,0
3357,PERSON,Claude Ellis,"(438, 450)",emmett-mccusker,"[-5.906660280603241, -6.727799400709569]",MASK,"['Claude', 'Ellis']",2,0
3358,ORG,Co-operative Commonwealth Federation,"(458, 494)",emmett-mccusker,"[-4.551792674679307, -2.5837753813659923, -5.850898985407604, -4.583619468144026, -6.131925618563196]",NO_MASK,"['Co', '-', 'operative', 'Commonwealth', 'Federation']",5,0
3359,DATETIME,1953,"(502, 506)",emmett-mccusker,[-3.380223911460033],MASK,['1953'],1,0
3360,PERSON,McCusker,"(517, 525)",emmett-mccusker,"[-4.52236304953394, -4.862698303576977, -5.445909916052093, -6.648029632662875, -5.091499629748246]",MASK,"['M', '##c', '##C', '##usk', '##er']",1,4
3361,DATETIME,1957,"(555, 559)",emmett-mccusker,[-3.715837777906197],MASK,['1957'],1,0
3362,PERSON,Ellis,"(598, 603)",emmett-mccusker,[-3.933505698534255],MASK,['Ellis'],1,0
3363,PERSON,Gary MacKenzie,"(0, 14)",gary-mackenzie,"[-3.283105600735935, -3.9539076487078875]",MASK,"['Gary', 'MacKenzie']",2,0
3364,DATETIME,15 October 1985,"(21, 36)",gary-mackenzie,"[-4.186818230164896, -4.580429946708713, -1.1672843582472623]",MASK,"['15', 'October', '1985']",3,0
3365,DEM,Scottish,"(43, 51)",gary-mackenzie,[-1.8094019113011583],NO_MASK,['Scottish'],1,0
3366,DEM,footballer,"(65, 75)",gary-mackenzie,[-0.006104812364889251],NO_MASK,['footballer'],1,0
3367,ORG,Peterhead,"(90, 99)",gary-mackenzie,"[-5.235411606760754, -5.734538280165466]",MASK,"['Peter', '##head']",1,1
3368,DEM,defender,"(105, 113)",gary-mackenzie,[-0.5751465815481693],MASK,['defender'],1,0
3369,ORG,Scotland national side,"(139, 161)",gary-mackenzie,"[-2.437116753787923, -2.538246566535571, -1.5459189361754264]",MASK,"['Scotland', 'national', 'side']",3,0
3370,DATETIME,2011,"(165, 169)",gary-mackenzie,[-1.0186886826590262],NO_MASK,['2011'],1,0
3371,DATETIME,2012,"(174, 178)",gary-mackenzie,[-1.2764251790139063],MASK,['2012'],1,0
3372,PERSON,Monica Bergamelli,"(0, 17)",monica-bergamelli,"[-2.8346449398606035, -3.976096356623764, -7.709153505444546, -4.578317934870313]",MASK,"['Monica', 'Berg', '##amel', '##li']",2,2
3373,DATETIME,24 May 1984,"(24, 35)",monica-bergamelli,"[-3.818978494015205, -3.628906833193086, -1.9419631488513591]",MASK,"['24', 'May', '1984']",3,0
3374,LOC,Bergamo,"(39, 46)",monica-bergamelli,"[-4.799367612452465, -6.53573103028084]",MASK,"['Berg', '##amo']",1,1
3375,DEM,Italian,"(54, 61)",monica-bergamelli,[-1.2540189339347496],MASK,['Italian'],1,0
3376,DEM,artistic gymnast,"(62, 78)",monica-bergamelli,"[-3.9177084924878627, -5.5990284454893375, -3.9771365657104267]",NO_MASK,"['artistic', 'gym', '##nast']",2,1
3377,DATETIME,1996,"(134, 138)",monica-bergamelli,[-2.9617819255565263],MASK,['1996'],1,0
3378,PERSON,Rita Ganguly,"(0, 12)",rita-ganguly,"[-3.7421765924283346, -5.736537532237188, -5.639793469372699, -2.9195647558211584]",MASK,"['Rita', 'Gang', '##ul', '##y']",2,2
3379,DEM,exponent,"(19, 27)",rita-ganguly,"[-4.4627385418863605, -5.89673366119431, -5.303425015107293]",NO_MASK,"['ex', '##po', '##nent']",1,2
3380,DEM,Indian,"(35, 41)",rita-ganguly,[-0.43292096743698116],NO_MASK,['Indian'],1,0
3381,DEM,dancer,"(74, 80)",rita-ganguly,[-0.8891004436783524],NO_MASK,['dancer'],1,0
3382,DEM,musician,"(82, 90)",rita-ganguly,[-1.2294140839428618],NO_MASK,['musician'],1,0
3383,DEM,vocalist,"(95, 103)",rita-ganguly,[-2.6940506965462054],NO_MASK,['vocalist'],1,0
3384,MISC,Sangeet Natak Akademi Award,"(131, 158)",rita-ganguly,"[-4.83932756001953, -6.174298446779761, -4.834601542695638, -6.137427752768452, -6.436903152346945, -4.060852175484107, -4.412096094766994, -5.93699341582872, -5.384907817147365, -3.6230138408114465]",MASK,"['Sang', '##ee', '##t', 'Nat', '##ak', 'A', '##ka', '##de', '##mi', 'Award']",4,6
3385,DATETIME,2000,"(162, 166)",rita-ganguly,[-4.371767756986869],MASK,['2000'],1,0
3386,MISC,Padma Shri,"(180, 190)",rita-ganguly,"[-2.978045309131894, -4.096719997073173]",MASK,"['Padma', 'Shri']",2,0
3387,DATETIME,2003,"(194, 198)",rita-ganguly,[-3.547808747124204],MASK,['2003'],1,0
3388,DEM,mother,"(211, 217)",rita-ganguly,[-1.0779637122555379],NO_MASK,['mother'],1,0
3389,DEM,actress,"(221, 228)",rita-ganguly,[-2.2332450308080998],NO_MASK,['actress'],1,0
3390,PERSON,Meghna Kothari,"(229, 243)",rita-ganguly,"[-5.68374549307702, -5.514627404671692, -3.3628158392054233, -6.392133868162997, -4.306629953983691, -4.900434394201311]",MASK,"['Meg', '##hn', '##a', 'Ko', '##tha', '##ri']",2,4
3391,MISC,Ravindra Sangeet,"(284, 300)",rita-ganguly,"[-5.046079027085603, -6.050818315979325, -4.566632945676432, -5.157851707358916, -4.768397796594225]",MASK,"['Ravi', '##ndra', 'Sang', '##ee', '##t']",2,3
3392,DEM,singer,"(301, 307)",rita-ganguly,[-1.2228727849997203],NO_MASK,['singer'],1,0
3393,PERSON,Gita Ghatak,"(308, 319)",rita-ganguly,"[-4.193296193375353, -4.478224240755667, -4.1718146519251285, -5.338520073153744, -6.420143661220677]",MASK,"['G', '##ita', 'G', '##hat', '##ak']",2,3
3394,PERSON,Maurice Monnot,"(0, 14)",maurice-monnot,"[-4.753664933898383, -4.9450274895418636, -6.687316279499038]",MASK,"['Maurice', 'Mon', '##not']",2,1
3395,DEM,sailor,"(21, 27)",maurice-monnot,[-1.6601669316036691],MASK,['sailor'],1,0
3396,LOC,France,"(33, 39)",maurice-monnot,[-1.051601545997766],NO_MASK,['France'],1,0
3397,MISC,1900 Summer Olympics,"(76, 96)",maurice-monnot,"[-3.8560677621957606, -4.167301991048306, -0.26619915764178986]",MASK,"['1900', 'Summer', 'Olympics']",3,0
3398,LOC,Meulan,"(100, 106)",maurice-monnot,"[-4.565994498169595, -4.834463651041967, -4.23216039177091]",MASK,"['Me', '##ula', '##n']",1,2
3399,LOC,France,"(108, 114)",maurice-monnot,[-2.56763396366704],MASK,['France'],1,0
3400,PERSON,Monnot,"(116, 122)",maurice-monnot,"[-6.048447183090906, -7.311375910772491]",MASK,"['Mon', '##not']",1,1
3401,DEM,helmsman,"(126, 134)",maurice-monnot,"[-6.8079738120703945, -6.791164882286651]",MASK,"['helm', '##sman']",1,1
3402,QUANTITY,0 to 0.5 ton,"(175, 187)",maurice-monnot,"[-4.037214873171875, -3.685567683624239, -3.7252113544065963, -1.6510140366554575, -4.322872122840138, -5.210988683405513]",MASK,"['0', 'to', '0', '.', '5', 'ton']",6,0
3403,PERSON,Carolyn Sue Hester,"(0, 18)",carolyn-hester,"[-2.888069215191363, -3.385549057470922, -2.5884400914040304, -5.660302489406083]",MASK,"['Carolyn', 'Sue', 'He', '##ster']",3,1
3404,DATETIME,"January 28, 1937","(25, 41)",carolyn-hester,"[-4.20562298537055, -4.628692206510689, -3.3484288846296, -1.61533434773935]",MASK,"['January', '28', ',', '1937']",4,0
3405,DEM,American,"(49, 57)",carolyn-hester,[-0.21300117475715155],NO_MASK,['American'],1,0
3406,DEM,folk singer,"(58, 69)",carolyn-hester,"[-3.808892998042012, -2.41324014328382]",MASK,"['folk', 'singer']",2,0
3407,DEM,songwriter,"(74, 84)",carolyn-hester,[-0.8797008532874125],MASK,['songwriter'],1,0
3408,DATETIME,early 1960s,"(110, 121)",carolyn-hester,"[-2.3003903651672046, -1.60785896578541]",MASK,"['early', '1960s']",2,0
3409,PERSON,Irsyad Aras,"(0, 11)",irsyad-aras,"[-3.685866085747332, -5.496849489498066, -4.954249187868267, -4.248231804589558, -4.2655836705120445, -2.9135550653695543]",MASK,"['I', '##rs', '##ya', '##d', 'Ara', '##s']",2,4
3410,DATETIME,"March 4, 1979","(18, 31)",irsyad-aras,"[-4.335715586657501, -3.238954393229779, -1.728681967765823, -1.8501995513765008]",MASK,"['March', '4', ',', '1979']",4,0
3411,LOC,Polewali Mandar Regency,"(35, 58)",irsyad-aras,"[-4.67709532401871, -5.678966190506254, -3.0986513651267362, -3.9197414937459527, -6.016290230885348, -5.453409584783798]",MASK,"['Pole', '##wal', '##i', 'Man', '##dar', 'Regency']",3,3
3412,LOC,West Sulawesi,"(60, 73)",irsyad-aras,"[-4.1338173193765275, -4.6511372207949115, -5.888480956563314, -6.281827119143567]",MASK,"['West', 'Sul', '##aw', '##esi']",2,2
3413,DEM,Indonesian,"(81, 91)",irsyad-aras,[-2.603897580447321],NO_MASK,['Indonesian'],1,0
3414,DEM,footballer,"(92, 102)",irsyad-aras,[-0.39463503152671353],MASK,['footballer'],1,0
3415,ORG,Persela Lamongan,"(128, 144)",irsyad-aras,"[-3.772140017753121, -5.739376286000901, -3.406315175757542, -4.321415849543203, -5.8420893379090915, -4.460676000468943]",MASK,"['Per', '##sel', '##a', 'Lam', '##ong', '##an']",2,4
3416,ORG,Indonesia Super League,"(152, 174)",irsyad-aras,"[-2.1351900441584215, -4.05770683372533, -1.7780565439526026]",MASK,"['Indonesia', 'Super', 'League']",3,0
3417,PERSON,Ardan Aras,"(188, 198)",irsyad-aras,"[-3.7859726448627913, -6.5293545097729115, -4.10876141570364, -7.621418177787164, -2.9837596449562462]",MASK,"['A', '##rda', '##n', 'Ara', '##s']",2,3
3418,DEM,professional footballer,"(209, 232)",irsyad-aras,"[-3.0936534654487544, -0.0926443401744031]",NO_MASK,"['professional', 'footballer']",2,0
3419,ORG,Mitra Kukar FC,"(258, 272)",irsyad-aras,"[-4.287654331550772, -5.204140881123423, -4.296638743494304, -5.432512032371213, -2.0161678216197516]",MASK,"['Mi', '##tra', 'Ku', '##kar', 'FC']",3,2
3420,PERSON,Tim Doyle,"(0, 9)",tim-doyle,"[-4.482876821490322, -5.398264465894724]",MASK,"['Tim', 'Doyle']",2,0
3421,DEM,American,"(16, 24)",tim-doyle,[-2.2314720911842083],NO_MASK,['American'],1,0
3422,DEM,television producer,"(25, 44)",tim-doyle,"[-5.491932173183897, -2.8433761174924626]",NO_MASK,"['television', 'producer']",2,0
3423,DEM,television writer,"(49, 66)",tim-doyle,"[-4.307935230958456, -1.3447660285267378]",NO_MASK,"['television', 'writer']",2,0
3424,MISC,Dinosaurs,"(88, 97)",tim-doyle,"[-6.340872819905704, -7.100178587187053, -4.173445575113745]",MASK,"['Dino', '##saur', '##s']",1,2
3425,MISC,Roseanne,"(99, 107)",tim-doyle,"[-6.847129588724827, -9.112963422060641]",MASK,"['Rose', '##anne']",1,1
3426,MISC,Grace Under Fire,"(109, 125)",tim-doyle,"[-6.994232744187501, -6.739497500496936, -6.12148025029271]",MASK,"['Grace', 'Under', 'Fire']",3,0
3427,MISC,"Ellen, Sports Night","(127, 146)",tim-doyle,"[-6.221906093666835, -0.5437510375492145, -5.590596843147572, -7.750203472970209]",MASK,"['Ellen', ',', 'Sports', 'Night']",4,0
3428,MISC,Still Standing,"(148, 162)",tim-doyle,"[-5.434801745732727, -6.70140087755192]",MASK,"['Still', 'Standing']",2,0
3429,MISC,The Big Bang Theory,"(164, 183)",tim-doyle,"[-4.30347623753281, -5.726102355977277, -6.450259470582355, -7.335104248341673]",MASK,"['The', 'Big', 'Bang', 'Theory']",4,0
3430,MISC,Better Off Ted,"(185, 199)",tim-doyle,"[-7.261787308030398, -6.763695760916381, -6.276217708757138]",MASK,"['Better', 'Off', 'Ted']",3,0
3431,MISC,Rules of Engagement,"(201, 220)",tim-doyle,"[-6.429774700609433, -2.31581950519817, -5.446515164982919, -5.93590377620429, -8.758941666486228]",MASK,"['Rules', 'of', 'En', '##ga', '##gement']",3,2
3432,MISC,Last Man Standing,"(222, 239)",tim-doyle,"[-6.135101899631628, -6.003872649974597, -7.090071360771709]",MASK,"['Last', 'Man', 'Standing']",3,0
3433,MISC,The Kids Are Alright,"(256, 276)",tim-doyle,"[-1.1587324513940414, -3.54719135823929, -4.6276993608474974, -5.690073928352663]",MASK,"['The', 'Kids', 'Are', 'Alright']",4,0
3434,PERSON,Doyle,"(278, 283)",tim-doyle,[-5.322387475007408],MASK,['Doyle'],1,0
3435,LOC,Glendale,"(295, 303)",tim-doyle,"[-4.914714501476575, -5.61572164898919]",MASK,"['Glen', '##dale']",1,1
3436,LOC,California,"(305, 315)",tim-doyle,[-3.4446022031828516],NO_MASK,['California'],1,0
3437,PERSON,Ellen Svaco,"(334, 345)",tim-doyle,"[-2.614819814178472, -4.047997481414174, -4.850658400793218, -5.955374248486344]",MASK,"['Ellen', 'S', '##va', '##co']",2,2
3438,PERSON,Doyle,"(376, 381)",tim-doyle,[-5.854546233201609],MASK,['Doyle'],1,0
3439,MISC,The Kids Are Alright,"(390, 410)",tim-doyle,"[-1.6048520381110476, -3.4739990055720376, -4.64079040045396, -4.110576969647623]",MASK,"['The', 'Kids', 'Are', 'Alright']",4,0
3440,DEM,American,"(415, 423)",tim-doyle,[-0.785813809783756],NO_MASK,['American'],1,0
3441,DATETIME,"October 16, 2018","(467, 483)",tim-doyle,"[-3.94910659050633, -5.965861531744457, -1.8328810324161704, -5.9536648094719276]",MASK,"['October', '16', ',', '2018']",4,0
3442,ORG,ABC,"(488, 491)",tim-doyle,[-6.123789936648547],MASK,['ABC'],1,0
3443,DEM,Catholic,"(548, 556)",tim-doyle,[-3.787924022861344],NO_MASK,['Catholic'],1,0
3444,LOC,Greater Los Angeles area,"(571, 595)",tim-doyle,"[-5.141788568690207, -4.544706600857602, -3.9643223875762823, -1.3740422689502363]",MASK,"['Greater', 'Los', 'Angeles', 'area']",4,0
3445,DATETIME,early 1970s,"(607, 618)",tim-doyle,"[-3.7331696483613435, -2.7569353882689516]",MASK,"['early', '1970s']",2,0
3446,DEM,alumnus,"(626, 633)",tim-doyle,[-5.508720757795349],NO_MASK,['alumnus'],1,0
3447,ORG,USC School of Cinematic Arts,"(637, 665)",tim-doyle,"[-4.951300329206756, -2.9116081759234844, -2.012479256889378, -4.984928783606574, -4.7266294079143725, -4.481795694457786]",MASK,"['USC', 'School', 'of', 'Cinema', '##tic', 'Arts']",5,1
3448,PERSON,Doyle,"(666, 671)",tim-doyle,[-4.2273883961757255],MASK,['Doyle'],1,0
3449,PERSON,Doyle,"(876, 881)",tim-doyle,[-5.601887189700923],MASK,['Doyle'],1,0
3450,MISC,bay leaf,"(933, 941)",tim-doyle,"[-5.947417940219844, -4.917995014782567]",MASK,"['bay', 'leaf']",2,0
3451,MISC,art in television comedy,"(954, 978)",tim-doyle,"[-2.2594171908415452, -4.365889822477085, -4.394348311902418, -4.18964845852159]",MASK,"['art', 'in', 'television', 'comedy']",4,0
3452,MISC,bay leaf,"(982, 990)",tim-doyle,"[-6.48801930534271, -4.342920273622451]",MASK,"['bay', 'leaf']",2,0
3453,MISC,Bay leaves,"(1152, 1162)",tim-doyle,"[-5.900677446069067, -5.076969480397802]",MASK,"['Bay', 'leaves']",2,0
3454,PERSON,Eduard Zhevnerov,"(0, 16)",eduard-zhevnerov,"[-3.3679232349095085, -4.056040101071908, -4.949710280204724, -4.550303216855053, -5.752633577763668, -4.832394578489614]",MASK,"['Eduard', 'Z', '##he', '##v', '##ner', '##ov']",2,4
3455,DEM,Belarusian,"(18, 28)",eduard-zhevnerov,[-3.3851003974025935],NO_MASK,['Belarusian'],1,0
3456,PERSON,Эдуард Жаўнераў,"(30, 45)",eduard-zhevnerov,"[-7.263509381938101, -6.99765225142939, -6.153655559374902, -6.227658116399501, -5.507707519506906, -6.958976924348361, -2.2442227525487457]",MASK,"['Э', '##д', '##у', '##а', '##р', '##д', '[UNK]']",2,5
3457,DEM,Russian,"(47, 54)",eduard-zhevnerov,[-2.7747321636388027],NO_MASK,['Russian'],1,0
3458,PERSON,Эдуард Жевнеров,"(56, 71)",eduard-zhevnerov,"[-8.59080482137915, -7.628486163211431, -7.4734961852149, -6.302670813660501, -7.712750498520712, -7.278947961375848, -8.35902591832844, -7.388497304938161, -7.2643261085638615, -5.7472301537854475, -5.1478925642852165, -4.891743857004154, -4.637424992311211]",MASK,"['Э', '##д', '##у', '##а', '##р', '##д', 'Ж', '##е', '##в', '##н', '##е', '##р', '##ов']",2,11
3459,DATETIME,1 November 1987,"(78, 93)",eduard-zhevnerov,"[-3.389225483553212, -4.762733823758934, -1.712747889467146]",MASK,"['1', 'November', '1987']",3,0
3460,DEM,Belarusian,"(100, 110)",eduard-zhevnerov,[-2.0937040569523617],NO_MASK,['Belarusian'],1,0
3461,DEM,footballer,"(124, 134)",eduard-zhevnerov,[-0.05064263533354311],NO_MASK,['footballer'],1,0
3462,ORG,Slutsk,"(165, 171)",eduard-zhevnerov,"[-3.791646818665873, -6.025180903057767, -4.659464391796522]",MASK,"['S', '##lut', '##sk']",1,2
3463,PERSON,Charles Edward Mudie,"(0, 20)",charles-edward-mudie,"[-2.9930809909047977, -3.659941259155873, -5.1359407528846415, -6.49739852867805]",MASK,"['Charles', 'Edward', 'Mu', '##die']",3,1
3464,DATETIME,18 October 1818,"(23, 38)",charles-edward-mudie,"[-4.100045715792901, -4.198150475357818, -4.144732165613285]",MASK,"['18', 'October', '1818']",3,0
3465,LOC,Chelsea,"(43, 50)",charles-edward-mudie,[-5.149532183681766],MASK,['Chelsea'],1,0
3466,DATETIME,28 October 1890,"(53, 68)",charles-edward-mudie,"[-5.312010932571163, -5.450392698841989, -4.1555066790820465]",MASK,"['28', 'October', '1890']",3,0
3467,DEM,English,"(71, 78)",charles-edward-mudie,[-4.012703500194198],NO_MASK,['English'],1,0
3468,DEM,publisher,"(79, 88)",charles-edward-mudie,[-2.3889705342219996],NO_MASK,['publisher'],1,0
3469,DEM,founder,"(93, 100)",charles-edward-mudie,[-2.836529889035283],NO_MASK,['founder'],1,0
3470,ORG,Mudie's Lending Library,"(104, 127)",charles-edward-mudie,"[-5.040492676301204, -7.020083142168305, -2.491805163387453, -3.610096176514206, -5.7494208270556895, -6.282079679746086, -3.014885524522889]",MASK,"['Mu', '##die', ""'"", 's', 'Len', '##ding', 'Library']",5,2
3471,ORG,Mudie's Subscription Library,"(132, 160)",charles-edward-mudie,"[-6.7831934051511, -6.490348654204822, -2.4159933250880368, -3.1467000872925444, -6.256764151917023, -7.612709237624479, -3.5869276740321845]",MASK,"['Mu', '##die', ""'"", 's', 'Sub', '##scription', 'Library']",5,2
3472,DEM,bookseller,"(191, 201)",charles-edward-mudie,"[-2.7275756767197525, -3.5847219967324397]",NO_MASK,"['books', '##eller']",1,1
3473,DEM,newsagent,"(206, 215)",charles-edward-mudie,"[-4.612123925611346, -6.647267765622665, -6.243398187907955]",NO_MASK,"['news', '##age', '##nt']",1,2
3474,PERSON,Mudie,"(217, 222)",charles-edward-mudie,"[-4.625890631587236, -6.36941758204868]",MASK,"['Mu', '##die']",1,1
3475,MISC,select,"(340, 346)",charles-edward-mudie,[-3.4765255829742125],MASK,['select'],1,0
3476,DEM,Victorian,"(367, 376)",charles-edward-mudie,[-2.620471983507163],NO_MASK,['Victorian'],1,0
3477,PERSON,James Russell Lowell,"(477, 497)",charles-edward-mudie,"[-2.75573031781795, -2.6121262916034227, -3.2541536156923603]",MASK,"['James', 'Russell', 'Lowell']",3,0
3478,LOC,England,"(509, 516)",charles-edward-mudie,[-3.055745242361989],NO_MASK,['England'],1,0
3479,PERSON,Emerson,"(525, 532)",charles-edward-mudie,[-3.2581069398223006],MASK,['Emerson'],1,0
3480,MISC,Man,"(535, 538)",charles-edward-mudie,[-3.983953738616007],MASK,['Man'],1,0
3481,PERSON,Widukind,"(0, 8)",widukind,"[-4.88930025794718, -5.253135868401005, -5.614765183451267, -5.658332912484684]",MASK,"['W', '##id', '##uki', '##nd']",1,3
3482,PERSON,Wittekind,"(24, 33)",widukind,"[-4.250798340679069, -6.477093113795108, -6.513476746011899]",MASK,"['W', '##itte', '##kind']",1,2
3483,DEM,leader,"(41, 47)",widukind,[-0.7036163805701405],NO_MASK,['leader'],1,0
3484,MISC,Saxons,"(55, 61)",widukind,"[-4.809355640328714, -3.2950351061204968]",MASK,"['Saxon', '##s']",1,1
3485,DEM,Frankish,"(92, 100)",widukind,"[-5.076103347646511, -5.042208690932763]",MASK,"['Frank', '##ish']",1,1
3486,PERSON,Charlemagne,"(106, 117)",widukind,"[-6.250617022943731, -7.26618373191714, -6.342416717632827, -6.757018107892311]",MASK,"['Cha', '##rle', '##ma', '##gne']",1,3
3487,MISC,Saxon Wars,"(129, 139)",widukind,"[-5.854016202501599, -2.718068363533491]",MASK,"['Saxon', 'Wars']",2,0
3488,DATETIME,777,"(145, 148)",widukind,"[-5.615793802170583, -4.674842961840698]",MASK,"['77', '##7']",1,1
3489,DATETIME,785,"(152, 155)",widukind,"[-4.748736716997914, -4.817786365249697]",MASK,"['78', '##5']",1,1
3490,PERSON,Charlemagne,"(157, 168)",widukind,"[-4.633366048619924, -6.600518326822548, -6.387609369650105, -7.470376559161915]",MASK,"['Cha', '##rle', '##ma', '##gne']",1,3
3491,LOC,Saxony,"(201, 207)",widukind,[-4.176884815569207],MASK,['Saxony'],1,0
3492,MISC,Frankish province,"(213, 230)",widukind,"[-5.076932132989219, -6.022329298908173, -3.367259094005834]",NO_MASK,"['Frank', '##ish', 'province']",2,1
3493,QUANTITY,thousands,"(242, 251)",widukind,[-0.3497493806180799],NO_MASK,['thousands'],1,0
3494,MISC,Saxon,"(255, 260)",widukind,[-3.0795969952628215],MASK,['Saxon'],1,0
3495,MISC,Saxons,"(306, 312)",widukind,"[-3.7564314985236287, -0.25858713088326857]",MASK,"['Saxon', '##s']",1,1
3496,MISC,Christianity,"(316, 328)",widukind,[-0.9464844429814602],NO_MASK,['Christianity'],1,0
3497,PERSON,Widukind,"(346, 354)",widukind,"[-6.169338259919363, -6.870245315100418, -7.206930067233245, -7.266948474109602]",MASK,"['W', '##id', '##uki', '##nd']",1,3
3498,MISC,Saxon,"(374, 379)",widukind,[-3.054442820946132],MASK,['Saxon'],1,0
